Landmark_Name,Landmark_Alternate_Name,BuildType,USE_ORIG,Use_Second,Use_Tertia,Borough,Neighborhood,Address,latitude,longitude,geometry,FID,OBJECTID,Block,Lot,BBL_Code,Shape_Leng,Shape_Area,URL_IMAGE
Bowling Green Fence,"",Fence,"Civic, recreational, park",Fence,"",Manhattan,Battery Park,Bowling Green Park,40.705013,-74.01364,Point,633,1101,12,28,1000120028,1090.8624,2727.1377,http://www1.nyc.gov/assets/lpc/images/content/designations/0548.jpg
Condict Store,also known as 55 White Street Building,Store and Lofts,"Commercial, store and lofts","","",Manhattan,Civic Center,55 White Street,40.71821,-74.003944,Point,946,612,175,7503,1001757503,329.88556,6253.432,http://www1.nyc.gov/assets/lpc/images/content/designations/1651.jpg
Saint Alban's Episcopal Church,originally the Church of the Holy Comforter,Church,"Religious, church, Episcopal","","",Staten Island,Great Kills,76 Saint Alban's Place,40.54386,-74.16069,Point,45,1252,5239,48,5052390048,286.72598,2777.532,http://www1.nyc.gov/assets/lpc/images/content/designations/1113.jpg
Joseph Rodman Drake Park and Enslaved People's Burial Ground,"",Cemetery,Cemetery,Park,"",The Bronx,Hunts Point,"Oak Point Avenue, Drake Park South, Longfellow Avenue, and Hunts Point Avenue",40.81029,-73.88252,Point,330,0,2772,170,1027720170,0.0,0.0,http://www1.nyc.gov/assets/lpc/images/content/designations/2674.jpg
Unisphere and Surrounding Reflecting Pool,"",Monument,"Civic, recreational, park, monument","","",Queens,Corona,Flushing Meadows-Corona Park,40.746403,-73.84507,Point,664,1132,2018,1,4020180001,1000.61584,79566.31,http://www1.nyc.gov/assets/lpc/images/content/designations/1925.jpg
Rossville A.M.E. Zion Church Cemetery,"",Cemetery,Cemetery,"","",Staten Island,Sandy Ground,Crabtree Avenue,40.54127,-74.22038,Point,1186,50,7092,22,5070920022,1057.9979,67527.695,http://www1.nyc.gov/assets/lpc/images/content/designations/1399.jpg
Old Saint James Episcopal Church (Old Saint James Parish Hall),"",Church,"Religious, church, Episcopal","","",Queens,Elmhurst,86-02 Broadway,40.738403,-73.87763,Point,204,0,1549,1,4015490001,0.0,0.0,http://www1.nyc.gov/assets/lpc/images/content/designations/2593.jpg
"Sailors' Snug Harbor, Chapel",now Veterans Memorial Hall,Church,"Religious, church","Civic, memorial hall","",Staten Island,"West New Brighton, New Brighton, St. George",912 Richmond Terrace,40.643158,-74.101494,Point,531,998,76,200,5000760200,291.66144,4086.911,http://www1.nyc.gov/assets/lpc/images/content/designations/0027.jpg
Rockefeller Center,"",Skyscraper,"Commercial, office building","","",Manhattan,Midtown/Midtown South,Rockefeller Center,40.759083,-73.979,Point,603,1070,0,0,0,7333.9546,563437.0,http://www1.nyc.gov/assets/lpc/images/content/designations/1446.jpg
Erlanger Theater,now the Saint James Theater,Theater,"Commercial, theater",Theater,"",Manhattan,Theatre District,246-256 West 44th Street,40.758007,-73.98816,Point,803,468,1015,54,1010150054,456.8364,12884.601,http://www1.nyc.gov/assets/lpc/images/content/designations/1374.jpg
Holland Plaza Building,"",Lofts,"Industrial, lofts","","",Manhattan,"",75 Varick Street,40.72345,-74.00682,Point,925,591,226,1,1002260001,1115.9065,64117.176,http://www1.nyc.gov/assets/lpc/images/content/designations/2537.jpg
Germania Life Insurance Company Building,now the W Hotel,Office Building,"Commercial, office building",Hotel,"",Manhattan,Union Square,50 Union Square East,40.7366,-73.98856,Point,1261,125,873,1,1008730001,415.29965,10343.503,http://www1.nyc.gov/assets/lpc/images/content/designations/1541.jpg
Dime Savings Bank,"",Bank,"Commercial, bank","","",Brooklyn,Downtown Brooklyn,9 DeKalb Avenue,40.690308,-73.98249,Point,95,1302,0,0,0,739.0341,29776.31,http://www1.nyc.gov/assets/lpc/images/content/designations/1907.jpg
Astoria Park Pool and Play Center,"",Pool,"Civic, recreation, pool","","",Queens,Astoria,19th Street between 22nd Drive and Hoyt Avenue North,40.779217,-73.922485,Point,126,1333,898,1,4008980001,5426.494,1345532.8,http://www1.nyc.gov/assets/lpc/images/content/designations/2196.jpg
817 Broadway Building,"",Store and Lofts,"Commercial, store and lofts","","",Manhattan,Union Square South,817 Broadway (aka 817-819 Broadway; 48-54 East 12th Street),40.733192,-73.99148,Point,293,0,563,31,1005630031,0.0,0.0,http://www1.nyc.gov/assets/lpc/images/content/designations/2614.jpg
Equitable Building,"",Office Building,"Commercial, office building","","",Manhattan,Financial District,120 Broadway,40.70823,-74.01052,Point,1060,726,47,7501,1000477501,969.9912,52664.242,http://www1.nyc.gov/assets/lpc/images/content/designations/1935.jpg
Beaver Building,later the New York Coca Exchange Building,Office Building,"Commercial, office building","","",Manhattan,Financial District,82-92 Beaver Street/1 Wall Street Court,40.705223,-74.00853,Point,1250,114,28,7501,1000287501,387.33615,7957.92,http://www1.nyc.gov/assets/lpc/images/content/designations/1942.jpg
Brooklyn City Railroad Company Building,"",Office Building,"Commercial, office building","","",Brooklyn,Fulton Ferry,8 Cadman Plaza West (Old Fulton Street),40.702595,-73.99472,Point,17,1224,200,5,3002000005,510.43414,8655.72,http://www1.nyc.gov/assets/lpc/images/content/designations/0718.jpg
"New York & Long Island Coignet Stone Company Building, Amendment to Landmark Site","",Office Building,"Commercial, office building","","",Brooklyn,Gowanus,360 3rd Avenue,40.675022,-73.98831,Point,129,1336,978,0,0,213.4002,2263.5254,http://www1.nyc.gov/assets/lpc/images/content/designations/2202A.jpg
Public School 166,"",School,"Civic, school","","",Manhattan,Upper West Side,132 West 89th Street,40.788933,-73.972565,Point,979,645,1219,47,1012190047,699.1842,25336.322,http://www1.nyc.gov/assets/lpc/images/content/designations/2072.jpg
Pike Street Synagogue,"",Synagogue,"Religious, synagogue",Buddhist Temple,"",Manhattan,Lower East Side,13 Pike Street,40.71358,-73.992165,Point,1039,705,283,45,1002830045,278.86523,4538.668,http://www1.nyc.gov/assets/lpc/images/content/designations/1960.jpg
1 Wall Street Building,now the Bank of New York,Office Building,"Commercial, office building","","",Manhattan,Financial District,1 Wall Street,40.70736,-74.01166,Point,105,1312,23,7,1000230007,594.74817,21159.535,http://www1.nyc.gov/assets/lpc/images/content/designations/2029.jpg
827-831 Broadway Buildings,"",Commercial Palace,"Commercial, store",Artists' Studio and Residence,"",Manhattan,East Village,827-831 Broadway,40.733753,-73.9913,Point,207,0,0,0,0,0.0,0.0,http://www1.nyc.gov/assets/lpc/images/content/designations/2594.jpg
Gotham Hotel,now the Peninsula Hotel,Hotel,"Commercial, hotel","","",Manhattan,Midtown/Midtown South,696-700 Fifth Avenue,40.76164,-73.9754,Point,337,803,1270,38,1012700038,489.74023,14832.455,http://www1.nyc.gov/assets/lpc/images/content/designations/1697.jpg
Fort Richmond,now Battery Weed,Fort,"Civic, fort","","",Staten Island,"Grasmere, Arrochar, Fort Wadsworth",Fort Wadsworth Reservation,40.60551,-74.05421,Point,720,1188,3128,1,5031280001,1230.5278,57557.31,http://www1.nyc.gov/assets/lpc/images/content/designations/0379.jpg
Public School 28,"",School,"Civic, school","Institutional, museum","",Staten Island,Richmondtown,276 Center Street,40.570827,-74.144325,Point,104,1311,4441,1,5044410001,953.2924,54820.56,http://www1.nyc.gov/assets/lpc/images/content/designations/2021.jpg
Edward Ridley & Sons Department Store Buildings,"",Department Store,"Commercial, retail, store","","",Manhattan,Lower East Side,315-317 Grand Street and 319-321 Grand Street,40.717102,-73.99103,Point,568,1035,308,0,0,329.69562,6732.1206,http://www1.nyc.gov/assets/lpc/images/content/designations/2397.jpg
Yorkville Bank Building,"",Bank,"Commercial, bank","","",Manhattan,Yorkville,1511 Third Avenue,40.778164,-73.953995,Point,1112,778,1531,1,1015310001,474.04208,10989.759,http://www1.nyc.gov/assets/lpc/images/content/designations/2510.jpg
"R. H. Macy & Co. Store, 14th Street Annex","",Department Store,"Commercial, retail, store","","",Manhattan,Ladies' Mile,56 West 14th Street,40.736847,-73.996346,Point,1349,213,577,12,1005770012,269.8886,2708.4707,http://www1.nyc.gov/assets/lpc/images/content/designations/2474.jpg
Aschenbroedel Verein Building,"later Gesangverein Schillerbund, now La Mama Experimental Theatre Club",Cultural Center,"Institutional, cultural center","Commercial, theater","",Manhattan,East Village,74 East 4th Street,40.7263,-73.99023,Point,1493,358,459,23,1004590023,241.03508,2405.511,http://www1.nyc.gov/assets/lpc/images/content/designations/2328.jpg
Wonder Wheel,"",Amuseument,"Recreational, amusement","","",Brooklyn,Coney Island,3059 West 12th Street,40.574062,-73.97919,Point,401,867,8696,145,3086960145,1288.6567,40807.965,http://www1.nyc.gov/assets/lpc/images/content/designations/1708.jpg
Dollar Savings Bank,"",Bank,"Commercial, bank","Religious, church, Seventh Day Adventist","",The Bronx,"",2792 Third Avenue,40.815067,-73.91896,Point,476,943,2307,54,2023070054,378.64426,8213.028,http://www1.nyc.gov/assets/lpc/images/content/designations/2370.jpg
Public School 15,"",School,"Civic, school","","",The Bronx,"Eastchester, Edenwald, Baychester",4010 Dyre Avenue,40.890945,-73.83062,Point,508,975,4970,10,2049700010,784.5615,38319.562,http://www1.nyc.gov/assets/lpc/images/content/designations/0976.jpg
Grammar School No. 9,"later Public School 9 John Jasper School, now Mickey Mantle School Public School 811M",School,"Civic, school","","",Manhattan,Upper West Side,460-466 West End Avenue,40.78634,-73.97922,Point,1036,702,1230,1,1012300001,508.39166,15629.373,http://www1.nyc.gov/assets/lpc/images/content/designations/2318.jpg
Manufacturers Hanover Trust Building,"",Office Building,"Commercial, office building",Office Building,"",Manhattan,Midtown/Midtown South,600 Fifth Avenue,40.757774,-73.97848,Point,602,1069,1264,0,0,860.4737,27167.713,http://www1.nyc.gov/assets/lpc/images/content/designations/1447.jpg
Plymouth Theater,now the Gerard Schoenfeld Theater,Theater,"Commercial, theater",Theater,"",Manhattan,Theatre District,236 West 45th Street,40.758514,-73.98743,Point,739,404,1016,51,1010160051,401.67624,10074.562,http://www1.nyc.gov/assets/lpc/images/content/designations/1368.jpg
"New York Public Library, Muhlenberg Branch","",Library,"Civic, library","","",Manhattan,Chelsea,209-211 West 23rd Street,40.744537,-73.99594,Point,1264,128,773,38,1007730038,306.0784,4383.542,http://www1.nyc.gov/assets/lpc/images/content/designations/2060.jpg
Public National Bank of New York Building,later Public National Bank & Trust Company of New York Building,Bank,"Commercial, bank","","",Manhattan,East Village,106 Avenue C,40.724144,-73.97859,Point,1433,297,377,72,1003770072,179.68794,1975.0747,http://www1.nyc.gov/assets/lpc/images/content/designations/2263.jpg
Public School 91,now Public School 11,School,"Civic, school","","",The Bronx,Highbridge,1257 Ogden Avenue,40.83978,-73.92594,Point,487,954,2529,81,2025290081,901.86176,43991.977,http://www1.nyc.gov/assets/lpc/images/content/designations/1179.jpg
Haffen Building,"",Office Building,"Commercial, office building","","",The Bronx,Melrose,2804-2808 Third Avenue,40.81525,-73.91873,Point,505,972,2307,59,2023070059,200.39139,2569.492,http://www1.nyc.gov/assets/lpc/images/content/designations/2388.jpg
92 South Street Building,"",Countinghouse,"Commercial, countinghouse","Commercial, Retail",Hotel; Restaurant,Manhattan,South Street Seaport,92 South Street,40.706284,-74.00347,Point,546,1013,74,1,1000740001,180.06209,1233.4259,http://www1.nyc.gov/assets/lpc/images/content/designations/0068.jpg
Apollo Theater,originally Hurtig & Seamon's New (Burlesque) Theater,Theater,"Commercial, theater","","",Manhattan,Harlem,253 West 125th Street,40.810154,-73.949844,Point,958,624,1931,10,1019310010,657.1137,17564.596,http://www1.nyc.gov/assets/lpc/images/content/designations/1299.jpg
"New York Public Library, Schomburg Collection for Research in Black Culture",originally 135th Street Branch,Library,"Civic, library","","",Manhattan,Harlem,103 West 135th Street,40.81476,-73.941216,Point,967,633,1920,26,1019200026,545.47766,11602.248,http://www1.nyc.gov/assets/lpc/images/content/designations/1133.jpg
"Begrisch Hall, New York University",now Bronx Community College,School,"Institutional, school, university","","",The Bronx,"University Heights, Morris Heights",2050 Sedgewick Avenue,40.857735,-73.91483,Point,557,1024,3222,62,2032220062,474.0118,7323.824,http://www1.nyc.gov/assets/lpc/images/content/designations/2110.jpg
Strecker Laboratory,"",Laboratory,"Institutional, hospital, laboratory","","",Manhattan,Roosevelt Island,"Roosevelt Island, located approximately opposite East 52nd Street",40.752266,-73.95823,Point,676,1144,1373,1,1013730001,195.24118,1863.5359,http://www1.nyc.gov/assets/lpc/images/content/designations/0909.jpg
Public School 9,"later Public School 111, now Public School 340",School,"Civic, school","","",Brooklyn,Prospect Heights,249 Sterling Place,40.67627,-73.96979,Point,428,894,1164,57,3011640057,538.4988,18045.393,http://www1.nyc.gov/assets/lpc/images/content/designations/0975.jpg
167-171 John Street Building,"",Countinghouse,"Commercial, countinghouse","Commercial, Retail","",Manhattan,South Street Seaport,167-171 John Street,40.706364,-74.00383,Point,548,1015,74,1,1000740001,265.6673,4378.9854,http://www1.nyc.gov/assets/lpc/images/content/designations/0070.jpg
Saint John's Church,"now University Chapel, designated as Fordham University Chapel",Church,"Religious, church, Roman Catholic","Institutional, school, university","",The Bronx,Belmont,"Fordham University, East Forham Road and East 191st Street",40.86355,-73.88644,Point,625,1093,3273,1,2032730001,572.05853,12066.042,http://www1.nyc.gov/assets/lpc/images/content/designations/0117.jpg
Squadron A Armory,"",Armory,"Civic, armory","","",Manhattan,Upper East Side/Carnegie Hill,Madison Avenue between East 94th and 95th Streets,40.78617,-73.95472,Point,723,1191,1506,21,1015060021,597.36365,4046.1108,http://www1.nyc.gov/assets/lpc/images/content/designations/0398.jpg
Aberdeen Hotel,"",Hotel,"Commercial, hotel",Hotel,"",Manhattan,Midtown/Midtown South,17 West 32nd Street,40.74783,-73.98651,Point,1091,757,834,29,1008340029,352.0565,7544.749,http://www1.nyc.gov/assets/lpc/images/content/designations/2076.jpg
"Queens Borough Public Library, Poppenhusen Branch","",Library,"Civic, library","","",Queens,College Point,121-23 14th Avenue,40.786224,-73.846016,Point,1220,84,4042,113,4040420113,401.16165,10035.425,http://www1.nyc.gov/assets/lpc/images/content/designations/2045.jpg
United States Rubber Company Building,"",Office Building,"Commercial, office building","","",Manhattan,Midtown West,1790 Broadway,40.76675,-73.981415,Point,1523,388,1029,53,1010290053,428.79678,11082.011,http://www1.nyc.gov/assets/lpc/images/content/designations/2078.jpg
39 Worth Street Building,"",Store and Lofts,"Commercial, store and lofts","","",Manhattan,Tribeca,39 Worth Street,40.717678,-74.007,Point,1295,159,176,11,1001760011,253.64655,2580.3452,http://www1.nyc.gov/assets/lpc/images/content/designations/2539.jpg
Public School 65K,"",School,"Civic, school","","",Brooklyn,Bushwick,158 Richmond Street,40.683407,-73.87726,Point,437,903,4126,47,3041260047,508.49982,15424.997,http://www1.nyc.gov/assets/lpc/images/content/designations/2007.jpg
Coty Building,"later the Rizzoli Building, now part of the Henri Bendel Store",Store,"Commercial, retail, store","","",Manhattan,Union Square,714 Fifth Avenue,40.762222,-73.97494,Point,78,1285,1271,39,1012710039,277.57004,3295.7117,http://www1.nyc.gov/assets/lpc/images/content/designations/1534.jpg
Magen David Synagogue,"",Synagogue,"Religious, synagogue","","",Brooklyn,Bensonhurst,2017 67th Street,40.615166,-73.98627,Point,394,860,5563,68,3055630068,366.43042,8285.293,http://www1.nyc.gov/assets/lpc/images/content/designations/2090.jpg
Church of Saint Paul the Apostle,"",Church,"Religious, church, Roman Catholic","","",Manhattan,"",8 Columbus Avenue,40.769882,-73.985085,Point,587,1054,1131,31,1011310031,835.37976,34614.71,http://www1.nyc.gov/assets/lpc/images/content/designations/2260A.jpg
Western Union Building,"",Office Building,"Commercial, office building",Office bldg,"",Manhattan,Tribeca,60 Hudson Street,40.717663,-74.00834,Point,1348,212,144,40,1001440040,981.1112,54919.17,http://www1.nyc.gov/assets/lpc/images/content/designations/1749.jpg
David S. Brown Store,also known as the 8 Thomas Street Building,Store and Lofts,"Commercial, store and lofts","","",Manhattan,Civic Center,8 Thomas Street,40.71585,-74.00558,Point,1352,216,151,7501,1001517501,209.12555,1857.4373,http://www1.nyc.gov/assets/lpc/images/content/designations/1010.jpg
Holyrood Episcopal Church-Iglesia Santa Cruz,"",Church,"Religious, church","","",Manhattan,Washington Heights,715 West 179th Street (aka 715-721 West 179th Street; 426-434 Fort Washington Avenue),40.849438,-73.938416,Point,316,0,2176,30,1021760030,0.0,0.0,http://www1.nyc.gov/assets/lpc/images/content/designations/2649.jpg
369th Regiment Armory,"",Armory,"Civic, armory","","",Manhattan,Harlem,2360 Fifth Avenue,40.81789,-73.935165,Point,897,563,1740,17,1017400017,1386.2404,100527.016,http://www1.nyc.gov/assets/lpc/images/content/designations/1390.jpg
Offerman Building,"",Department Store,"Commercial, retail, store","","",Brooklyn,Downtown Brooklyn,"503-513 Fulton Street, 234-248 Duffield Street",40.690918,-73.98475,Point,123,1330,145,1,3001450001,769.28314,26490.041,http://www1.nyc.gov/assets/lpc/images/content/designations/2169.jpg
Bond Street Savings Bank,now the Bouwerie Lane Theatre,Bank,"Commercial, bank",Theatre,"",Manhattan,East Village,330 Bowery,40.72592,-73.99237,Point,819,484,530,7507,1005307507,273.656,2964.0327,http://www1.nyc.gov/assets/lpc/images/content/designations/0192.jpg
Union Building,"",Office Building,"Commercial, office building","",Art Studios,Manhattan,Union Square,33 Union Square West,40.736866,-73.99097,Point,1317,181,844,19,1008440019,394.403,5375.069,http://www1.nyc.gov/assets/lpc/images/content/designations/1538.jpg
McCarren Play Center,"",Pool,"Civic, recreation, pool","","",Brooklyn,"North Side, South Side","Lorimer Street, between Driggs Avenue and Bayard Street",40.720074,-73.9495,Point,134,1341,2696,1,3026960001,2259.0515,292417.12,http://www1.nyc.gov/assets/lpc/images/content/designations/2244.jpg
"Bank of the Manhattan Company Building, Long Island City","",Office Building,"Commercial, office building","Commercial, bank","",Queens,Long Island City,29-27 Queens Plaza North,40.75002,-73.93635,Point,158,1365,403,9,4004030009,317.79877,5425.6294,http://www1.nyc.gov/assets/lpc/images/content/designations/2570.jpg
J. & W. Seligman & Company Building,"later Lehman Brothers, now Banca Commerciale Italiana",Office Building,"Commercial, office building",Bank,"",Manhattan,Financial District,1 William Street,40.7048,-74.010025,Point,1255,119,29,36,1000290036,395.60645,9391.005,http://www1.nyc.gov/assets/lpc/images/content/designations/1943.jpg
Fire Engine Company No. 54,"",Fire Station,"Civic, fire station","Institutional, theater","",Manhattan,"",304 West 47th Street,40.760475,-73.98811,Point,1288,152,1037,37,1010370037,212.44463,2001.0525,http://www1.nyc.gov/assets/lpc/images/content/designations/2299.jpg
359 Broadway Building,"",Office Building,"Commercial, office building","","",Manhattan,Civic Center,359 Broadway,40.71741,-74.004074,Point,1395,259,174,33,1001740033,385.83957,4659.1465,http://www1.nyc.gov/assets/lpc/images/content/designations/1758.jpg
Church of Saint Paul the Apostle,"",Church,"Religious, church, Roman Catholic","","",Manhattan,"",8 Columbus Avenue,40.769894,-73.9851,Point,137,1344,1131,31,1011310031,889.33514,39388.887,http://www1.nyc.gov/assets/lpc/images/content/designations/2260.jpg
Vanderbilt Mausoleum,"",Mausoleum,Mausoleum,"","",Staten Island,"Todt Hill, Emerson Hill, Hartland Village, Lighthouse Hill","",40.58427,-74.121475,Point,163,1370,934,250,5009340250,0.0,0.0,http://www1.nyc.gov/assets/lpc/images/content/designations/1208.jpg
United Palace (Formerly Loew's 175th Street Theatre),"",Theater,Movie Theater,"","",Manhattan,Washington Heights,4140 Broadway,40.84649,-73.937904,Point,197,0,2145,1,1021450001,0.0,0.0,http://www1.nyc.gov/assets/lpc/images/content/designations/0656.jpg
Bronx County Building,also known as the Bronx County Courthouse,Courthouse,"Civic, courthouse","","",The Bronx,West Concourse,851 Grand Concourse,40.8263,-73.9238,Point,473,940,2468,1,2024680001,1437.2662,131894.83,http://www1.nyc.gov/assets/lpc/images/content/designations/0928.jpg
Fire Hook and Ladder Company 17,now Engine Company 60,Fire Station,"Civic, fire station","","",The Bronx,"Mott Haven, Port Morris",341 East 143rd Street,40.81318,-73.92212,Point,501,968,2306,52,2023060052,305.9606,5199.078,http://www1.nyc.gov/assets/lpc/images/content/designations/2046.jpg
New York Society for Ethical Culture,"",Club,"Institutional, private club","","",Manhattan,Lincoln Square,2 West 64th Street,40.77112,-73.98009,Point,585,1052,1116,29,1011160029,378.71628,8328.889,http://www1.nyc.gov/assets/lpc/images/content/designations/0831.jpg
Lord & Taylor Store,"",Department Store,"Commercial, retail, store",Retail,"",Manhattan,"Hudson Yards, Chelsea, Flatiron, Union Square",901 Broadway,40.739185,-73.99007,Point,751,416,848,68,1008480068,262.4074,2929.5593,http://www1.nyc.gov/assets/lpc/images/content/designations/0970.jpg
Solomon R. Guggenheim Museum,"",Museum,"Institutional, museum","","",Manhattan,Upper East Side/Carnegie Hill,1071 Fifth Avenue,40.78301,-73.95891,Point,1038,704,1500,1,1015000001,672.4228,25120.156,http://www1.nyc.gov/assets/lpc/images/content/designations/1774.jpg
"Young Men's Christian Association Building, 135th Street Branch",now Harlem YMCA,Institution,Institutional,"","",Manhattan,Harlem,180 West 135th Street,40.81471,-73.94301,Point,1070,736,1919,53,1019190053,505.66174,15383.454,http://www1.nyc.gov/assets/lpc/images/content/designations/1973.jpg
Pepsi-Cola Building,"",Office Building,"Commercial, Office Building","","",Manhattan,Midtown/Midtown South,500 Park Avenue,40.762905,-73.97036,Point,1124,790,1294,37,1012940037,462.8267,13239.524,http://www1.nyc.gov/assets/lpc/images/content/designations/1920.jpg
154 West 14th Street Building,"",Lofts,"Industrial, lofts","","",Manhattan,"",154 West 14th Street,40.73817,-73.99956,Point,1492,357,609,7,1006090007,440.48425,12041.102,http://www1.nyc.gov/assets/lpc/images/content/designations/2419.jpg
Public School 116,also known as the Elizabeth Farrell School,School,"Civic, school","","",Brooklyn,Bushwick,515 Knickerbocker Avenue,40.698086,-73.916565,Point,433,899,3317,1,3033170001,612.08746,20837.6,http://www1.nyc.gov/assets/lpc/images/content/designations/1975.jpg
Everett Building,"",Office Building,"Commercial, office building","","",Manhattan,Union Square,200 Park Avenue South,40.73694,-73.98919,Point,1299,163,846,33,1008460033,556.76526,17696.69,http://www1.nyc.gov/assets/lpc/images/content/designations/1540.jpg
319 Broadway Building,"",Store and Lofts,"Commercial, store and lofts","","",Manhattan,Civic Center,319 Broadway,40.71597,-74.005196,Point,1390,254,152,31,1001520031,276.25775,3032.1597,http://www1.nyc.gov/assets/lpc/images/content/designations/1650.jpg
McGraw-Hill Building,"",Office Building,"Commercial, office building",Office Building,"",Manhattan,Clinton,330 West 42nd Street,40.757515,-73.991585,Point,1443,307,1032,48,1010320048,711.81915,28856.584,http://www1.nyc.gov/assets/lpc/images/content/designations/1050.jpg
Broad Exchange Building,"",Office Building,"Commercial, office building",Apartments,"",Manhattan,Financial District,25 Broad Street,40.70587,-74.010765,Point,112,1319,25,19,1000250019,984.9611,30609.97,http://www1.nyc.gov/assets/lpc/images/content/designations/2074.jpg
183-195 Broadway,"",Commercial,Commercial,"","",Brooklyn,Williamsburg,183-195 Broadway,40.710068,-73.961876,Point,199,0,2446,51,3024460051,0.0,0.0,http://www1.nyc.gov/assets/lpc/images/content/designations/1504.jpg
Flatlands Dutch Reformed Church,"",Church,"Religious, church, Dutch Reformed","","",Brooklyn,"Midwood, Flatlands",Kings Highway at East 40th Street,40.624058,-73.93618,Point,697,1165,7812,1,3078120001,1101.4009,43148.656,http://www1.nyc.gov/assets/lpc/images/content/designations/0177.jpg
Algonquin Hotel,"",Hotel,"Commercial, hotel","","",Manhattan,Midtown/Midtown South,59-61 West 44th Street,40.756042,-73.98232,Point,1405,269,1260,7,1012600007,393.83685,9679.585,http://www1.nyc.gov/assets/lpc/images/content/designations/1547.jpg
Eleventh District Municipal Court/Seventh District Magistrates' Court,now Midtown Community Court,Courthouse,"Civic, courthouse","Civic, Courthouse","",Manhattan,Midtown West,314 West 54th Street,40.76489,-73.98545,Point,1499,364,1044,22,1010440022,506.93396,9979.811,http://www1.nyc.gov/assets/lpc/images/content/designations/1575.jpg
Fire Engine Company 253,originally Engine Company 53,Fire Station,"Civic, fire station","","",Brooklyn,Bensonhurst,2425-2427 86th Street,40.59903,-73.98844,Point,399,865,6859,67,3068590067,288.39847,4234.754,http://www1.nyc.gov/assets/lpc/images/content/designations/1986.jpg
Fire Hook and Ladder Company No. 14,now Engine Company No. 36,Fire Station,"Civic, fire station","","",Manhattan,Harlem,120 East 125th Street,40.8044,-73.938194,Point,860,525,1773,62,1017730062,258.40887,2562.0679,http://www1.nyc.gov/assets/lpc/images/content/designations/1838.jpg
Look Building,"",Office Building,"Commercial, office building","","",Manhattan,"",488 Madison Avenue,40.7589,-73.97524,Point,1002,668,1287,14,1012870014,694.4965,22526.11,http://www1.nyc.gov/assets/lpc/images/content/designations/2376.jpg
Saint Patrick's Old Cathedral,"",Church,"Religious, church, Roman Catholic","","",Manhattan,SoHo,Mott Street at Prince Street,40.72367,-73.99511,Point,1061,727,509,1,1005090001,1113.7598,60506.215,http://www1.nyc.gov/assets/lpc/images/content/designations/0187.jpg
"Lorillard Snuff Mill, New York Botanical Garden","",Factory,"Industrial, factory","Recreational, botanical garden","",The Bronx,Bronx,"New York Botanical Garden, Bronx River",40.859684,-73.87615,Point,619,1087,4336,1,2043360001,290.5921,3955.1128,http://www1.nyc.gov/assets/lpc/images/content/designations/0121.jpg
Saint Andrew's Church,"",Church,"Religious, church, Episcopal","","",Manhattan,Harlem,2067 Fifth Avenue,40.80773,-73.94077,Point,834,499,1752,1,1017520001,527.4108,16568.375,http://www1.nyc.gov/assets/lpc/images/content/designations/0294.jpg
"First Church of Christ, Scientist","",Church,"Religious, church, Christian Scientist","","",Manhattan,Upper West Side,1 West 96th Street,40.79206,-73.964905,Point,851,516,1832,29,1018320029,523.6757,16622.854,http://www1.nyc.gov/assets/lpc/images/content/designations/0833.jpg
Flatbush Town Hall,"",City Hall,"Civic, city hall","","",Brooklyn,Flatbush,35 Snyder Avenue,40.648956,-73.95693,Point,445,911,5103,93,3051030093,698.5343,29939.297,http://www1.nyc.gov/assets/lpc/images/content/designations/0770.jpg
Soldiers' and Sailors' Memorial Arch,"",Monument,"Civic, monument","","",Brooklyn,"Park Slope, Gowanus",Grand Army Plaza,40.672997,-73.9699,Point,658,1126,0,0,0,219.12048,1592.4818,http://www1.nyc.gov/assets/lpc/images/content/designations/0821.jpg
Astor Library,now the Joseph Papp Public Theater,Library,"Civic, library","Commercial, theater","",Manhattan,East Village,425 Lafayette Street,40.72897,-73.99175,Point,1277,141,544,16,1005440016,818.025,31273.055,http://www1.nyc.gov/assets/lpc/images/content/designations/0016.jpg
Lincoln Building,"",Office Building,"Commercial, office building","","",Manhattan,Union Square,1-3 Union Square West,40.735508,-73.991875,Point,1494,359,842,21,1008420021,357.28162,6753.0977,http://www1.nyc.gov/assets/lpc/images/content/designations/1536.jpg
"Brooklyn Public Library, DeKalb Branch","",Library,"Civic, library","","",Brooklyn,Bushwick South,790 Bushwick Avenue,40.694824,-73.928375,Point,436,902,3241,18,3032410018,479.09174,14142.9795,http://www1.nyc.gov/assets/lpc/images/content/designations/2054.jpg
Temple Court Building and Annex,"",Office Building,"Commercial, office building","","",Manhattan,Civic Center,3-9 Beekman Street,40.7112,-74.0069,Point,917,583,90,14,1000900014,513.71106,15924.116,http://www1.nyc.gov/assets/lpc/images/content/designations/1967.jpg
836 Broadway Building,"",Store and Lofts,"Commercial, store and lofts","","",Manhattan,Union Square South,836 Broadway (aka 836-838 Broadway; 72-74 East 13th Street),40.733624,-73.99074,Point,289,0,564,39,1005640039,0.0,0.0,http://www1.nyc.gov/assets/lpc/images/content/designations/2618.jpg
First Hungarian Reformed Church,"",Church,"Religious, church","","",Manhattan,Upper East Side,346 East 69th Street (aka 346-348 East 69th Street),40.76614,-73.958496,Point,294,0,1443,37,1014430037,0.0,0.0,http://www1.nyc.gov/assets/lpc/images/content/designations/2601.jpg
